,original_text,ground_truth_output
348,What innovation in Mongolian language is credited to Genghis Khan?>>>>Genghis Khan is regarded as one of the prominent leaders in Mongolia's history.,1.0
349,"What do power station steam turbines use as a cold sink in the absence of CHP?>>>>Where CHP is not used, steam turbines in power stations use surface condensers as a cold sink.",0.0
350,"What are some of scientists arguments?>>>>This debate has proved difficult to resolve because the practical limitations of working in the rainforest mean that data sampling is biased away from the center of the Amazon basin, and both explanations are reasonably well supported by the available data.",1.0
351,"Who wrote a resounding letter to the elector praising Luther?>>>>His words, through divine mercy, are bringing back every day misguided people into the way of the truth.""",1.0
352,"Before dinner what were Tesla's working hours?>>>>""The meal was required to be ready at eight o'clock ...",1.0
353,"From whom did the Huguenots purchase the land where they settled?>>>>It is said that they landed on the coastline peninsula of Davenports Neck called ""Bauffet's Point"" after traveling from England where they had previously taken refuge on account of religious persecution, four years before the revocation of the Edict of Nantes.",1.0
354,"Who was Kennedy's science adviser that opposed manned spacecraft flights?>>>>Kennedy's science advisor Jerome Wiesner, who had expressed his opposition to manned spaceflight to Kennedy before the President took office, and had opposed the decision to land men on the Moon, hired Golovin, who had left NASA, to chair his own ""Space Vehicle Panel"", ostensibly to monitor, but actually to second-guess NASA's decisions on the Saturn V launch vehicle and LOR by forcing Shea, Seamans, and even Webb to defend themselves, delaying its formal announcement to the press on July 11, 1962, and forcing Webb to still hedge the decision as ""tentative"".",0.0
355,"Who worked later on to find these missing magnetic tapes that had data stored on them?>>>>Stan Lebar, who led the team that designed and built the lunar television camera at Westinghouse Electric Corporation, also worked with Nafzger to try to locate the missing tapes.",0.0
356,What position did Luther have in Wittenberg?>>>>He spent the rest of his career in this position at the University of Wittenberg.,1.0
357,"When did the Jin dynasty end?>>>>During the Yuan dynasty, one of Confucius' descendants moved from China to Goryeo era Korea and established a branch of the family there after marrying a Korean woman.",1.0
358,"To which year is the earliest known piece of English silver with a dated hallmark is dated?>>>>The collection includes the earliest known piece of English silver with a dated hallmark, a silver gilt beaker dated 1496–97.",0.0
359,"When did the 1973 oil crisis begin?>>>>The 1973 oil crisis began in October 1973 when the members of the Organization of Arab Petroleum Exporting Countries (OAPEC, consisting of the Arab members of OPEC plus Egypt and Syria) proclaimed an oil embargo.",0.0
360,Who edited Tesla's autobiography?>>>>Tesla wrote a number of books and articles for magazines and journals.,1.0
361,"When did he first mention wireless communication?>>>>He also built a wireless controlled boat, one of the first ever exhibited.",1.0
362,"A statement made by Chris Keates caused issues with whom?>>>>Chris Keates, the general secretary of National Association of Schoolmasters Union of Women Teachers, said that teachers who have sex with pupils over the age of consent should not be placed on the sex offenders register and that prosecution for statutory rape ""is a real anomaly in the law that we are concerned about.",1.0
363,"Where does the Rhine river's measurement end?>>>>The length of the Rhine is conventionally measured in ""Rhine-kilometers"" (Rheinkilometer), a scale introduced in 1939 which runs from the Old Rhine Bridge at Constance (0 km) to Hoek van Holland (1036.20 km).",0.0
364,"Where did Tesla teach in Gospic?>>>>On 17 April 1879, Milutin Tesla died at the age of 60 after contracting an unspecified illness (although some sources say that he died of a stroke).",1.0
365,"Who studies the expected monetary flow over the life of the project and to monitor the payouts throughout the process?>>>>The presence of the mortgage banker is highly likely, even in relatively small projects since the owner's equity in the property is the most obvious source of funding for a building project.",1.0
366,What happened with the rate of flow in the Rhine with the straightening program?>>>>The rate of flow was increased and the ground water level fell significantly.,0.0
367,"What was the first television series to feature an openly gay character?>>>>For its part, the television network produced a few new hits during 1977: January saw the premiere of Roots, a miniseries based on an Alex Haley novel that was published the previous year; in September, The Love Boat, a comedy-drama anthology series produced by Aaron Spelling which was based around the crew of a cruise ship and featured three stories centered partly on the ship's various passengers; although critically lambasted, the series turned out to be a ratings success and lasted nine seasons.",1.0
368,"What did lane and vail finance?>>>>The company installed electrical arc light based illumination systems designed by Tesla and also had designs for dynamo electric machine commutators, the first patents issued to Tesla in the US.",1.0
369,What Columbia President went to Harvard?>>>>Abdiweli Mohamed Ali; U.S. Ambassador to the European Union Anthony Luzzatto Gardner.,1.0
370,"What was the occupation of Joseph Priestley?>>>>In the meantime, on August 1, 1774, an experiment conducted by the British clergyman Joseph Priestley focused sunlight on mercuric oxide (HgO) inside a glass tube, which liberated a gas he named ""dephlogisticated air"".",0.0
371,"ABC began to focus on what kind of series after NBC's success in 1984?>>>>To counteract NBC, ABC decided to refocus itself on comedies and family-oriented series beginning in the mid-1980s including Mr. Belvedere, Roseanne, Who's the Boss?,",0.0
372,"What was AUSTPAC>>>>Started by Telecom Australia in the early 1980s, AUSTPAC was Australia's first public packet-switched data network, supporting applications such as on-line betting, financial applications — the Australian Tax Office made use of AUSTPAC — and remote terminal access to academic institutions, who maintained their connections to AUSTPAC up until the mid-late 1990s in some cases.",1.0
